name,date,hour,count
uni-rowe,2017-05-03,11,4
uni-rowe,2017-05-03,12,5
uni-rowe,2017-05-03,13,7
uni-rowe,2017-05-03,14,11
uni-rowe,2017-05-03,15,5
uni-rowe,2017-05-03,16,10
uni-rowe,2017-05-03,17,10
uni-rowe,2017-05-03,18,2
uni-rowe,2017-05-03,19,2
uni-rowe,2017-05-03,20,4
uni-rowe,2017-05-03,21,2
uni-rowe,2017-05-03,22,0
uni-rowe,2017-05-03,23,0
uni-rowe,2017-05-04,0,0
uni-rowe,2017-05-04,1,0
uni-rowe,2017-05-04,2,0
uni-rowe,2017-05-04,3,0
uni-rowe,2017-05-04,4,0
uni-rowe,2017-05-04,5,0
uni-rowe,2017-05-04,6,5
uni-rowe,2017-05-04,7,7
uni-rowe,2017-05-04,8,11
uni-rowe,2017-05-04,9,11
uni-rowe,2017-05-04,10,5
uni-rowe,2017-05-04,11,7
uni-rowe,2017-05-04,12,6
uni-rowe,2017-05-04,13,4
uni-rowe,2017-05-04,14,7
uni-rowe,2017-05-04,15,9
uni-rowe,2017-05-04,16,9
uni-rowe,2017-05-04,17,5
uni-rowe,2017-05-04,18,3
uni-rowe,2017-05-04,19,0
uni-rowe,2017-05-04,20,0
uni-rowe,2017-05-04,21,1
uni-rowe,2017-05-04,22,1
uni-rowe,2017-05-04,23,0
uni-rowe,2017-05-05,0,0
uni-rowe,2017-05-05,1,0
uni-rowe,2017-05-05,2,0
uni-rowe,2017-05-05,3,0
uni-rowe,2017-05-05,4,0
uni-rowe,2017-05-05,5,0
uni-rowe,2017-05-05,6,3
uni-rowe,2017-05-05,7,7
uni-rowe,2017-05-05,8,9
uni-rowe,2017-05-05,9,7
uni-rowe,2017-05-05,10,5
uni-rowe,2017-05-05,11,9
uni-rowe,2017-05-05,12,5
uni-rowe,2017-05-05,13,6
uni-rowe,2017-05-05,14,7
uni-rowe,2017-05-05,15,9
uni-rowe,2017-05-05,16,7
uni-rowe,2017-05-05,17,7
uni-rowe,2017-05-05,18,1
uni-rowe,2017-05-05,19,0
uni-rowe,2017-05-05,20,2
uni-rowe,2017-05-05,21,1
uni-rowe,2017-05-05,22,2
uni-rowe,2017-05-05,23,1
uni-rowe,2017-05-06,0,0
uni-rowe,2017-05-06,1,0
uni-rowe,2017-05-06,2,0
uni-rowe,2017-05-06,3,0
uni-rowe,2017-05-06,4,0
uni-rowe,2017-05-06,5,0
uni-rowe,2017-05-06,6,1
uni-rowe,2017-05-06,7,1
uni-rowe,2017-05-06,8,3
uni-rowe,2017-05-06,9,0
uni-rowe,2017-05-06,10,2
uni-rowe,2017-05-06,11,0
uni-rowe,2017-05-06,12,0
uni-rowe,2017-05-06,13,0
